DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,GADM Admin Units,Entry Date,Last Update
1998-0192-AUS,Yes,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,AUS,Australia,Australia and New Zealand,Oceania,Victoria State,Brief torrential rain,,No,No,No,,,Km2,,,Entrance Orbost Wuk Wuk Conn Snowy Buchan Mitchell Tambo Swift Creek rivers,1998,6,22,1998,6,24,1,,300,,300,,,,,,,51.9649683,,,2005-10-26,2023-09-25
1998-0227-AUS,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AUS,Australia,Australia and New Zealand,Oceania,Narrabri,,,No,No,No,,1000,Km2,,,,1998,7,17,1998,9,8,14,,200,,200,,,,,100000,192437,51.9649683,,,2005-12-02,2023-09-25
1998-0261-AUS,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AUS,Australia,Australia and New Zealand,Oceania,Wollongong (New South Wales),Heavy rains,,No,No,No,,,Km2,,,,1998,7,21,1998,9,9,1,,6300,,6300,,,,,122700,236121,51.9649683,,,2006-07-09,2023-09-25
1999-0001-AUS,Yes,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,AUS,Australia,Australia and New Zealand,Oceania,"Victoria, South Australia",,,No,No,No,,1000,Km2,,,,1999,1,,1999,1,,1,,2000,,2000,,,,,,,53.10197229,,,2003-07-01,2023-09-25
1999-0051-AUS,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Rona,AUS,Australia,Australia and New Zealand,Oceania,Queensland State,,Flood,No,No,Yes,,170,Kph,,,,1999,2,2,1999,2,11,5,,2000,,2000,,,,,300000,564951,53.10197229,,,2006-07-09,2023-09-25
1999-0092-AUS,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Vance,AUS,Australia,Australia and New Zealand,Oceania,Exmouth,,,No,No,No,,300,Kph,,,,1999,3,19,1999,3,23,1,,2000,672,2672,,,,,200000,376634,53.10197229,,,2005-12-02,2023-09-25
1999-0104-AUS,Yes,nat-met-sto-hai,Natural,Meteorological,Storm,Hail,,,AUS,Australia,Australia and New Zealand,Oceania,Sydney,,Hail,No,No,No,,,Kph,,,,1999,4,14,1999,4,14,1,24,6000,,6024,,,1100000,2071486,1500000,2824754,53.10197229,,,2006-07-07,2023-09-25
1999-0739-AUS,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,John,AUS,Australia,Australia and New Zealand,Oceania,"Whim Creek, Roeburne",,,No,No,No,,300,Kph,,,,1999,7,14,1999,7,15,,1,,,1,,,,,196300,369666,53.10197229,,,2006-07-07,2023-09-25
2025-0165-AUS,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Alfred',AUS,Australia,Australia and New Zealand,Oceania,"Queensland state, New South Wales North Coast",,,No,No,No,,108,Kph,,,,2025,2,28,2025,3,10,1,13,,,13,,,1200000,,3500000,,,,,2025-03-11,2026-01-13
2020-0595-AUS,No,nat-met-sto-hai,Natural,Meteorological,Storm,Hail,,,AUS,Australia,Australia and New Zealand,Oceania,Brisbane,,,No,No,Yes,,,Kph,,,,2020,10,31,2020,10,31,,,,,,,,,,1200000,1454445,82.50568385,"[{""adm2_code"":154654,""adm2_name"":""Brisbane (C)""}]","[{""gid_2"":""AUS.7.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Brisbane""}]",2021-02-16,2025-12-20
2025-0075-AUS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,AUS,Australia,Australia and New Zealand,Oceania,"Townsville, Cardwell and Ingham (Queensland state)",,,No,No,No,,,Km2,,,,2024,2,29,2025,2,5,2,,6000,,6000,,,,,310000,310000,100,,,2025-02-07,2026-02-04
2025-0383-AUS,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,AUS,Australia,Australia and New Zealand,Oceania,Hunter and Mid North Coast regions (New South Wales state),,Flood,No,No,Yes,,,Kph,,,,2025,5,18,2025,5,31,5,,50000,,50000,,,,,270000,,,,,2025-05-20,2026-02-04
2026-0018-AUS,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,,AUS,Australia,Australia and New Zealand,Oceania,Victoria (New South Wales),Warm temperatures and powerful winds,Heat wave,No,No,Yes,,,Km2,,,,2026,1,6,2026,1,28,1,,780,,780,,,,,,,,,,2026-01-09,2026-02-16
2021-0125-AUS,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropial cylone 'Niran',AUS,Australia,Australia and New Zealand,Oceania,Queensland and New South Wales,,Flood,No,No,No,,120,Kph,,,,2021,2,25,2021,3,4,,,6000,,6000,,,,,155000,179436,86.38165694,"[{""adm1_code"":470,""adm1_name"":""New South Wales""},{""adm1_code"":473,""adm1_name"":""Queensland""}]","[{""gid_1"":""AUS.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""New South Wales""},{""gid_1"":""AUS.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Queensland""}]",2021-03-15,2025-12-20
2006-0139-AUS,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2006-000036,Larry,AUS,Australia,Australia and New Zealand,Oceania,Cairns district (Queensland province),,Flood,No,No,Yes,,290,Kph,-17.91,145.54,,2006,3,20,2006,4,2,,30,,7000,7030,,,335000,521280,1180000,1836152,64.26483222,"[{""adm2_code"":154657,""adm2_name"":""Cairns (R)""}]","[{""gid_2"":""AUS.7.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Cairns""}]",2007-03-09,2025-12-20
2017-0562-AUS,No,nat-met-sto-hai,Natural,Meteorological,Storm,Hail,,,AUS,Australia,Australia and New Zealand,Oceania,,,,No,No,No,,,Kph,,,,2017,3,6,2017,3,9,,,6000,,6000,,,390000,499098,490000,627072,78.14100176,,,2018-03-14,2023-09-25
2018-0459-AUS,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,AUS,Australia,Australia and New Zealand,Oceania,,,,No,No,No,,49.3,°C,,,,2018,12,,2019,1,,,,,,,,,,,,,80.04959626,,,2019-01-02,2023-09-25
2023-0129-AUS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,AUS,Australia,Australia and New Zealand,Oceania,"Daguragu, Kalkarindji, Pigeon Hole and Palumpa in the Victoria Daly Region",Heavy rains,,No,No,No,,,Km2,,,Victoria river,2023,3,1,2023,3,3,,,700,,700,,,,,,,97.13499264,,,2023-03-15,2023-09-26
2023-0138-AUS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,AUS,Australia,Australia and New Zealand,Oceania,"Burketown, Riversleigh, Gregory Downs, Doomadgee, and Normanton Towns (northern Queensland)",Heavy rains,,No,No,No,,,Km2,,,,2023,3,10,2023,3,14,,,170,,170,,,,,,,97.13499264,,,2023-03-16,2023-09-26
2023-0815-AUS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,AUS,Australia,Australia and New Zealand,Oceania,"New South Wales, Victoria, South Australia and south-eastern Queensland States",Heavy rains,Lightening|Storm,No,No,No,,,Km2,,,,2023,11,27,2023,11,30,,,390,,390,,,,,,,97.13499264,,,2023-11-30,2023-12-01
2023-0828-AUS,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Jasper',AUS,Australia,Australia and New Zealand,Oceania,"Cairns, Port Douglas, Daintree, Cooktown, Wujal Wujal and Hope Vale (Queensland)",,Flood,No,No,No,,220,Kph,,,,2023,12,13,2023,12,15,,,300,,300,,,,,,,97.13499264,,,2023-12-13,2025-03-18
2023-0856-AUS,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,AUS,Australia,Australia and New Zealand,Oceania,"New South Wales, Queensland, Victoria provinces (Queensland)",,Flood|Lightening|Transport accident,No,No,No,,,Kph,,,,2023,12,23,2023,12,27,10,,2100,,2100,,,,,,,97.13499264,,,2024-01-02,2025-03-18
2024-0199-AUS,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,AUS,Australia,Australia and New Zealand,Oceania,Greater Sidney area (eastern New South Wales State); Queensland,Heavy rains,"Slide (land, mud, snow, rock)|Storm",No,No,No,,,Km2,,,,2024,4,5,2024,4,9,,6,200,,206,,,,,260000,260000,100,,,2024-04-09,2025-01-29
2024-0746-AUS,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,AUS,Australia,Australia and New Zealand,Oceania,Victoria and Tasmania states,Heavy rains,Flood|Lightening,No,No,No,,,Kph,,,,2024,8,28,2024,9,2,1,2,4400,,4402,,,,,,,100,,,2024-10-15,2025-03-18
2025-0047-AUS,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,,AUS,Australia,Australia and New Zealand,Oceania,"Dimbola and Wail towns, Little Desert National Park (Shire of Hindmarshand of the Wimmera region, Victoria state)",,,No,No,No,,,Km2,,,,2025,1,27,2025,1,29,,,260,,260,,,,,,,,,,2025-01-29,2025-02-13
2025-1019-AUS,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,,AUS,Australia,Australia and New Zealand,Oceania,Glenlusk and Levendale (Tasmania); Markwood (Victoria); Koolewong and Bulahdelah (New South Wales),Heatwave and windy conditions,Heat wave,No,No,No,,,Km2,,,,2025,12,5,2025,12,10,1,,42,117,159,,,,,,,,,,2025-12-05,2025-12-12
2000-0214-AUS,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tessi,AUS,Australia,Australia and New Zealand,Oceania,Townsville district (Queensland province),,,No,No,No,,130,Kph,,,,2000,4,3,2000,4,3,,,400,,400,,,,,60000,109299,54.89515197,"[{""adm2_code"":154698,""adm2_name"":""Townsville (C)""}]","[{""gid_2"":""AUS.7.67_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Townsville""}]",2003-07-01,2025-12-20
2021-0058-AUS,No,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,AUS,Australia,Australia and New Zealand,Oceania,Perth region,,,No,No,No,,,Km2,,,,2021,2,1,2021,2,7,,,,243,243,,,46000,53252,120000,138918,86.38165694,"[{""adm2_code"":5533,""adm2_name"":""Perth (C)""}]","[{""gid_2"":""AUS.11.101_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Perth""}]",2021-02-05,2025-12-20
2022-0103-AUS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FF-2022-000187,,AUS,Australia,Australia and New Zealand,Oceania,"Mount Glorious, Bracken Ridge, Clontarf, Cooran, Pomona, Alderley, Lower Springbrook, Brisbane, Gympie , Sunshine Coast, Gold Coast i(south-eastern Queensland); Uki, Kunghur, Rosebank, Rous River, Nimbin, Mullumbimby, Bentley, Nana Glen , Blackbutt , Sydney , Warragamba (New South Wales)",Heavy rains,,No,No,Yes,,,Km2,,,Brisbane and Mary Rivers,2022,2,22,2022,3,3,22,,54000,,54000,,,3900000,4180306,6600000,7074364,93.29460735,"[{""adm1_code"":470,""adm1_name"":""New South Wales""},{""adm2_code"":154667,""adm2_name"":""Gold Coast (C)""},{""adm2_code"":154693,""adm2_name"":""Sunshine Coast (R)""}]","[{""gid_1"":""AUS.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""New South Wales""},{""gid_2"":""AUS.7.28_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Gold Coast""},{""gid_2"":""AUS.7.62_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Sunshine Coast""}]",2022-02-24,2025-12-20
2022-0396-AUS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2022-000252,,AUS,Australia,Australia and New Zealand,Oceania,"New South Wales (south-east Australia), including Sydney City",Heavy rains,,No,No,Yes,,,Km2,,,"Hawkesbury, Nepean and Colo Rivers",2022,7,1,2022,7,8,1,,85000,,85000,,,,,466000,499493,93.29460735,"[{""adm1_code"":470,""adm1_name"":""New South Wales""}]","[{""gid_1"":""AUS.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""New South Wales""}]",2022-07-05,2025-12-20
2000-0097-AUS,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Steve,AUS,Australia,Australia and New Zealand,Oceania,"Cairns, Tablelands districts (Queensland province), New South Wales province",,Flood,No,No,Yes,,120,Kph,,,,2000,2,27,2000,3,13,1,,200,,200,,,10000,18217,90000,163949,54.89515197,"[{""adm1_code"":470,""adm1_name"":""New South Wales""},{""adm2_code"":154657,""adm2_name"":""Cairns (R)""},{""adm2_code"":154694,""adm2_name"":""Tablelands (R)""}]","[{""gid_1"":""AUS.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""New South Wales""},{""gid_2"":""AUS.7.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Cairns""},{""gid_2"":""AUS.7.63_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Tablelands""}]",2005-07-08,2025-12-20
2000-0843-AUS,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Sam,AUS,Australia,Australia and New Zealand,Oceania,"Bidyadanga area (Broome district, Western Australia province)",,,No,No,No,,280,Kph,,,,2000,12,7,2000,12,7,,,750,,750,,,,,,,54.89515197,"[{""adm2_code"":5445,""adm2_name"":""Broome (S)""}]","[{""gid_2"":""AUS.11.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Broome""}]",2003-07-01,2025-12-20
2001-0028-AUS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,AUS,Australia,Australia and New Zealand,Oceania,"Granville, Wenworthville villages (Parramatta district, New South Wales province), Merrylands village (Holroyd district, New South Wales province), Dural village (Hornsby district, New South Wales province), North Richmond village (Hawkesbury district, New South Wales province)",,,No,No,No,,100,Km2,,,,2001,1,,2001,1,,1,30,300,,330,,,,,12000,21259,56.44657635,"[{""adm2_code"":5017,""adm2_name"":""Hawkesbury (C)""},{""adm2_code"":5020,""adm2_name"":""Holroyd (C)""},{""adm2_code"":5021,""adm2_name"":""Hornsby (A)""},{""adm2_code"":5066,""adm2_name"":""Parramatta (C)""}]","[{""gid_2"":""AUS.5.106_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Parramatta""},{""gid_2"":""AUS.5.63_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Hawkesbury""},{""gid_2"":""AUS.5.65_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Holroyd""},{""gid_2"":""AUS.5.66_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Hornsby""}]",2003-07-01,2025-12-20
2001-0030-AUS,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,AUS,Australia,Australia and New Zealand,Oceania,Sydney district (New South Wales province),,,No,No,No,,112,Kph,,,,2001,1,16,2001,1,16,1,,,,,,,,,6600,11692,56.44657635,"[{""adm2_code"":154637,""adm2_name"":""Sydney (C)""}]","[{""gid_2"":""AUS.5.122_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Sydney""}]",2003-07-01,2025-12-20
2001-0045-AUS,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,AUS,Australia,Australia and New Zealand,Oceania,"Brisbane district (Queensland province), Kiama, Shellharbour, Wingecarribee, Wollongong, Hornsby, Ku-ring-gai, Waverley, Richmond Valley, Armidale Dumaresq, Tamworth Regional, Clarence Valley, Kyogle districts (New South Wales province)",,,No,No,No,,,Kph,,,,2001,1,18,2001,1,18,1,27,,,27,,,,,,,56.44657635,"[{""adm2_code"":5021,""adm2_name"":""Hornsby (A)""},{""adm2_code"":5029,""adm2_name"":""Kiama (A)""},{""adm2_code"":5031,""adm2_name"":""Ku-ring-gai (A)""},{""adm2_code"":5032,""adm2_name"":""Kyogle (A)""},{""adm2_code"":5080,""adm2_name"":""Shellharbour (C)""},{""adm2_code"":5105,""adm2_name"":""Waverley (A)""},{""adm2_code"":5111,""adm2_name"":""Wingecarribee (A)""},{""adm2_code"":5113,""adm2_name"":""Wollongong (C)""},{""adm2_code"":143250,""adm2_name"":""Armidale Dumaresq (A)""},{""adm2_code"":154617,""adm2_name"":""Clarence Valley (A)""},{""adm2_code"":154636,""adm2_name"":""Richmond Valley (A)""},{""adm2_code"":154638,""adm2_name"":""Tamworth Regional (A)""},{""adm2_code"":154654,""adm2_name"":""Brisbane (C)""}]","[{""gid_2"":""AUS.5.113_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Richmond Valley""},{""gid_2"":""AUS.5.116_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Shellharbour""},{""gid_2"":""AUS.5.123_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Tamworth Regional""},{""gid_2"":""AUS.5.142_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Waverley""},{""gid_2"":""AUS.5.147_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Wingecarribee""},{""gid_2"":""AUS.5.149_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Wollongong""},{""gid_2"":""AUS.5.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Armidale Dumaresq""},{""gid_2"":""AUS.5.33_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Clarence Valley""},{""gid_2"":""AUS.5.66_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Hornsby""},{""gid_2"":""AUS.5.73_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kiama""},{""gid_2"":""AUS.5.75_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ku-ring-gai""},{""gid_2"":""AUS.5.76_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kyogle""},{""gid_2"":""AUS.7.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Brisbane""}]",2003-07-01,2025-12-20
2001-0130-AUS,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AUS,Australia,Australia and New Zealand,Oceania,"Maclean, Yamba villages (Clarence Valley district, New South Wales province), Lismore, Woodburn villages (Lismore district, New South Wales province), Mullumbimby village (Byron district, New South Wales province), Murwillumbah area (Tweed district, New South Wales province), Smithtown, Gladstone areas (Kempsey district, New South Wales province), Coffs Harbour, Ballina, Kyogle, New South Wales",Heavy rain,,No,No,No,,30880,Km2,,,"Macleay, Clarence, Bellinger, Nambucca, Orara",2001,3,8,2001,3,15,3,1,3000,,3001,,,,,200000,354317,56.44657635,"[{""adm2_code"":4946,""adm2_name"":""Ballina (A)""},{""adm2_code"":4968,""adm2_name"":""Byron (A)""},{""adm2_code"":5028,""adm2_name"":""Kempsey (A)""},{""adm2_code"":5032,""adm2_name"":""Kyogle (A)""},{""adm2_code"":5038,""adm2_name"":""Lismore (C)""},{""adm2_code"":5094,""adm2_name"":""Tweed (A)""},{""adm2_code"":154617,""adm2_name"":""Clarence Valley (A)""},{""adm2_code"":154620,""adm2_name"":""Coffs Harbour (C)""}]","[{""gid_2"":""AUS.5.129_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Tweed""},{""gid_2"":""AUS.5.24_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Byron""},{""gid_2"":""AUS.5.33_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Clarence Valley""},{""gid_2"":""AUS.5.35_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Coffs Harbour""},{""gid_2"":""AUS.5.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ballina""},{""gid_2"":""AUS.5.72_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kempsey""},{""gid_2"":""AUS.5.76_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kyogle""},{""gid_2"":""AUS.5.82_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Lismore""}]",2005-09-16,2025-12-20
2001-0655-AUS,No,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,AUS,Australia,Australia and New Zealand,Oceania,New South Wales province,,,No,No,No,,280,Km2,,,,2001,10,,2001,10,,,,,,,,,,,,,56.44657635,"[{""adm1_code"":470,""adm1_name"":""New South Wales""}]","[{""gid_1"":""AUS.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""New South Wales""}]",2003-07-01,2025-12-20
