Location ID,Location Name,Location Type,State Name,Disaster Name,Disaster AGRN,Payment Type Name,Date of Data,Eligible Claims (No.),Ineligible Claims (No.),Finalised Claims (No.),Cancelled Claims (No.),Withdrawn Claims (No.),Onhand Claims (No.),Incoming Claims (No.),Total Recieved Claims (No.),Applications Received (No.),Dollars Granted ($),Dollars Paid ($)
12380,Cumberland,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Recovery Payment,2023-06-15,41439,21574,63013,16741,16103,<20,95857,95857,95857,"$47,967,250.00","$47,935,306.20"
12380,Cumberland,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Relief Grants,2022-11-25,,,,,,,,,,"$29,140.00","$29,140.00"
12380,Cumberland,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Landholder Grants,2022-12-14,,,,,,,,,,,
12380,Cumberland,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,New Zealand disaster recovery allowance,2023-05-31,<20,<20,<20,<20,<20,<20,<20,<20,<20,"<$20,000.00","<$20,000.00"
12380,Cumberland,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,New Zealand Disaster recovery payment,2023-01-05,364,455,819,518,629,<20,1966,1966,1966,"$444,000.00","$444,000.00"
12380,Cumberland,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
12380,Cumberland,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Small Business Grants ($50,000)",2022-12-20,,,,,,,,,874,"$1,839,475.00","$1,839,475.00"
12380,Cumberland,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Concessional Loans,2022-12-14,,,,,,,,,,,
12380,Cumberland,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Recovery Allowance,2023-09-13,244,347,591,669,283,<20,1543,1543,1543,"$987,842.10","$988,484.25"
12380,Cumberland,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Recovery Payment,2025-01-16,41818,6549,48367,5358,8130,<20,61855,61855,61855,"$48,659,100.00","$48,625,044.44"
12380,Cumberland,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
12380,Cumberland,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Landholder Grants,2022-12-14,,,,,,,,,,,
12380,Cumberland,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,New Zealand disaster recovery allowance,2023-06-07,<20,<20,<20,<20,<20,<20,<20,<20,<20,"<$20,000.00","<$20,000.00"
12380,Cumberland,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,New Zealand Disaster recovery payment,2023-08-31,400,233,633,274,437,<20,1344,1344,1344,"$479,400.00","$479,400.00"
12380,Cumberland,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,,,
12380,Cumberland,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,214,"$524,950.00","$524,950.00"
12380,Cumberland,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Concessional Loans,2022-12-14,,,,,,,,,,,
12380,Cumberland,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Landholder Grants,2022-12-14,,,,,,,,,,,
12380,Cumberland,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,,,
12380,Cumberland,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,21,"<$20,000.00","<$20,000.00"
12380,Cumberland,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Concessional Loans,2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
12380,Cumberland,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Landholder Grants,2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
12380,Cumberland,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Primary Producer Grants,2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
12380,Cumberland,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Small Business Grants,2022-12-20,,,,,,,,,562,"$2,699,071.00","$2,699,071.00"
12380,Cumberland,LGA,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,Disaster Recovery Allowance,2021-06-30,<20,<20,<20,,,,,,<20,"$60,461.09","$60,461.09"
12380,Cumberland,LGA,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,Disaster Recovery Payment,2022-08-30,22330,2243,24573,,,,,,24573,"$26,902,200.00","$26,902,200.00"
12380,Cumberland,LGA,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,New Zealand disaster recovery allowance,2021-04-29,<20,<20,<20,,,,,,<20,"<$20,000.00","<$20,000.00"
12380,Cumberland,LGA,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,New Zealand Disaster recovery payment,2021-09-27,94,<20,108,,,,,,108,"$122,400.00","$122,400.00"
12390,Dubbo,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Concessional Loans,2022-12-14,,,,,,,,,,,
12390,Dubbo,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
12390,Dubbo,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Landholder Grants,2022-12-14,,,,,,,,,,,
12390,Dubbo,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
12390,Dubbo,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Small Business Grants ($50,000)",2022-12-20,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
12390,Dubbo,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Concessional Loans,2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
12390,Dubbo,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
12390,Dubbo,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Landholder Grants,2022-12-14,,,,,,,,,23,"$175,000.00","$175,000.00"
12390,Dubbo,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,115,"$2,622,500.00","$2,622,500.00"
12390,Dubbo,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,<20,"$25,000.00","$25,000.00"
12390,Dubbo,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Concessional Loans,2022-12-14,,,,,,,,,,,
12390,Dubbo,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Disaster Recovery Allowance,2023-07-19,52,45,97,154,56,<20,307,307,307,"$200,810.16","$200,810.16"
12390,Dubbo,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Disaster Recovery Payment,2023-09-06,2221,1360,3581,1026,1918,<20,6525,6525,6525,"$2,773,200.00","$2,771,600.00"
12390,Dubbo,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Landholder Grants,2022-12-14,,,,,,,,,<20,"$20,000.00","$20,000.00"
12390,Dubbo,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,New Zealand disaster recovery allowance,2023-03-11,<20,<20,<20,<20,<20,<20,<20,<20,<20,"<$20,000.00","<$20,000.00"
12390,Dubbo,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,New Zealand Disaster recovery payment,2023-07-06,<20,<20,<20,<20,24,<20,46,46,46,"<$20,000.00","<$20,000.00"
12390,Dubbo,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,37,"$75,000.00","$75,000.00"
12390,Dubbo,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
12390,Dubbo,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Concessional Loans,2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
12390,Dubbo,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Landholder Grants,2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
12390,Dubbo,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Primary Producer Grants,2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
12390,Dubbo,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Small Business Grants,2022-12-20,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
12700,Dungog,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Concessional Loans,2022-12-14,,,,,,,,,,,
12700,Dungog,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Recovery Allowance,2022-12-29,<20,<20,20,23,<20,<20,55,55,55,"$36,206.93","$36,206.93"
12700,Dungog,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Recovery Payment,2023-01-09,625,433,1058,282,179,<20,1519,1519,1519,"$753,100.00","$752,100.00"
12700,Dungog,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
12700,Dungog,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Landholder Grants,2022-12-14,,,,,,,,,<20,"$269,700.00","$269,700.00"
12700,Dungog,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,New Zealand Disaster recovery payment,2022-09-14,<20,<20,<20,<20,<20,<20,<20,<20,<20,"<$20,000.00","<$20,000.00"
12700,Dungog,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,50,"$1,594,248.00","$1,594,248.00"
12700,Dungog,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Small Business Grants ($50,000)",2022-12-20,,,,,,,,,20,"$85,725.00","$85,725.00"
12700,Dungog,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Concessional Loans,2022-12-14,,,,,,,,,,,
12700,Dungog,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Recovery Allowance,2022-10-12,31,<20,47,35,<20,<20,96,96,96,"$118,305.77","$118,305.77"
12700,Dungog,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Recovery Payment,2023-06-05,1222,597,1819,281,268,<20,2368,2368,2368,"$1,427,800.00","$1,422,400.00"
12700,Dungog,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
12700,Dungog,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Landholder Grants,2022-12-14,,,,,,,,,<20,"$25,000.00","$25,000.00"
12700,Dungog,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,New Zealand Disaster recovery payment,2022-11-03,<20,<20,<20,<20,<20,<20,24,24,24,"<$20,000.00","<$20,000.00"
12700,Dungog,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,<20,"$884,800.00","$884,800.00"
12700,Dungog,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,<20,"$55,039.00","$55,039.00"
12700,Dungog,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Concessional Loans,2022-12-14,,,,,,,,,,,
12700,Dungog,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Landholder Grants,2022-12-14,,,,,,,,,,,
12700,Dungog,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,,,
12700,Dungog,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,,,
12700,Dungog,LGA,New South Wales,AGRN 1198 - Tropical Cyclone Alfred Severe Weather (from 6 March 2025),1198,Disaster Recovery Allowance,2025-08-21,<20,<20,<20,<20,<20,<20,<20,<20,<20,"<$20,000.00","<$20,000.00"
12700,Dungog,LGA,New South Wales,AGRN 1212- NSW East Coast Severe Weather (from 18 May 2025),1212,Disaster Recovery Allowance,2025-11-13,125,76,201,<20,25,<20,229,229,229,"$557,312.16","$557,312.16"
12700,Dungog,LGA,New South Wales,AGRN 1212- NSW East Coast Severe Weather (from 18 May 2025),1212,Disaster Recovery Payment,2025-12-31,1549,1262,2811,<20,187,<20,2999,2999,2999,"$1,792,800.00","$1,790,800.00"
12700,Dungog,LGA,New South Wales,AGRN 1212- NSW East Coast Severe Weather (from 18 May 2025),1212,New Zealand Disaster recovery payment,2025-06-04,<20,<20,<20,<20,<20,<20,<20,<20,<20,"<$20,000.00","<$20,000.00"
12700,Dungog,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Concessional Loans,2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
12700,Dungog,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Landholder Grants,2022-12-14,,,,,,,,,<20,"$50,000.00","$50,000.00"
12700,Dungog,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Primary Producer Grants,2022-12-14,,,,,,,,,46,"$1,023,014.00","$1,023,014.00"
12700,Dungog,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Small Business Grants,2022-12-20,,,,,,,,,<20,"$139,057.00","$139,057.00"
12700,Dungog,LGA,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,Disaster Recovery Allowance,2021-06-17,<20,<20,<20,,,,,,<20,"<$20,000.00","<$20,000.00"
12700,Dungog,LGA,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,Disaster Recovery Payment,2023-01-18,773,94,867,,,,,,867,"$919,200.00","$919,200.00"
12700,Dungog,LGA,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,New Zealand Disaster recovery payment,2021-05-03,<20,<20,<20,,,,,,<20,"<$20,000.00","<$20,000.00"
12700,Dungog,LGA,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Apple Grants,2022-03-24,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
12700,Dungog,LGA,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Concessional Loans,2022-05-18,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
12700,Dungog,LGA,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Primary Producer Grants,2022-05-18,,,,,,,,,<20,"$75,000.00","$75,000.00"
12700,Dungog,LGA,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Small Business Grants,2022-04-27,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
12700,Dungog,LGA,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,"Small Business Support grants ($10,000)",2022-04-27,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
12700,Dungog,LGA,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Wine Grape Smoke Taint Grants,2022-03-24,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
12730,Edward River,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Concessional Loans,2022-12-14,,,,,,,,,,,
12730,Edward River,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
12730,Edward River,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Landholder Grants,2022-12-14,,,,,,,,,,,
12730,Edward River,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,,,
12730,Edward River,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Small Business Grants ($50,000)",2022-12-20,,,,,,,,,,,
12730,Edward River,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Concessional Loans,2022-12-14,,,,,,,,,,,
12730,Edward River,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
12730,Edward River,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Landholder Grants,2022-12-14,,,,,,,,,,,
12730,Edward River,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,,,
12730,Edward River,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,,,
12730,Edward River,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Concessional Loans,2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
12730,Edward River,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Disaster Recovery Allowance,2023-06-19,40,<20,56,73,<20,<20,138,138,138,"$159,728.95","$159,728.95"
12730,Edward River,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Disaster Recovery Payment,2023-07-21,281,211,492,105,157,<20,754,754,754,"$325,400.00","$324,400.00"
12730,Edward River,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Landholder Grants,2022-12-14,,,,,,,,,,,
12730,Edward River,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,New Zealand disaster recovery allowance,2023-09-13,<20,<20,<20,<20,<20,<20,<20,<20,<20,"<$20,000.00","<$20,000.00"
12730,Edward River,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,New Zealand Disaster recovery payment,2023-01-11,<20,<20,<20,<20,<20,<20,<20,<20,<20,"<$20,000.00","<$20,000.00"
12730,Edward River,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,44,"$375,000.00","$375,000.00"
12730,Edward River,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
12730,Edward River,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Concessional Loans,2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
12730,Edward River,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Landholder Grants,2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
12730,Edward River,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Primary Producer Grants,2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
12730,Edward River,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Small Business Grants,2022-12-20,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
12750,Eurobodalla,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Concessional Loans,2022-12-14,,,,,,,,,<20,"$130,000.00","$130,000.00"
12750,Eurobodalla,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Recovery Allowance,2025-09-02,44,29,73,66,52,<20,191,191,191,"$167,983.88","$167,983.88"
12750,Eurobodalla,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Recovery Payment,2024-02-28,4002,1142,5144,1394,924,<20,7462,7462,7462,"$4,619,600.00","$4,613,600.00"
12750,Eurobodalla,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Relief Grants,2022-11-25,,,,,,,,,,"<$20,000.00","<$20,000.00"
12750,Eurobodalla,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Landholder Grants,2022-12-14,,,,,,,,,<20,"$75,000.00","$75,000.00"
12750,Eurobodalla,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,New Zealand disaster recovery allowance,2022-09-20,<20,<20,<20,<20,<20,<20,<20,<20,<20,"<$20,000.00","<$20,000.00"
12750,Eurobodalla,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,New Zealand Disaster recovery payment,2022-08-29,<20,<20,29,23,33,<20,85,85,85,"<$20,000.00","<$20,000.00"
12750,Eurobodalla,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,46,"$1,760,500.00","$1,760,500.00"
12750,Eurobodalla,LGA,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Small Business Grants ($50,000)",2022-12-20,,,,,,,,,55,"$163,672.00","$163,672.00"
12750,Eurobodalla,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Concessional Loans,2022-12-14,,,,,,,,,,,
12750,Eurobodalla,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
12750,Eurobodalla,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Landholder Grants,2022-12-14,,,,,,,,,,,
12750,Eurobodalla,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,,,
12750,Eurobodalla,LGA,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,,,
12750,Eurobodalla,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Concessional Loans,2022-12-14,,,,,,,,,,,
12750,Eurobodalla,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Disaster Recovery Allowance,2023-05-10,<20,<20,<20,<20,<20,<20,25,25,25,"<$20,000.00","<$20,000.00"
12750,Eurobodalla,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Landholder Grants,2022-12-14,,,,,,,,,,,
12750,Eurobodalla,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
12750,Eurobodalla,LGA,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
12750,Eurobodalla,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Concessional Loans,2022-12-14,,,,,,,,,<20,"$260,000.00","$260,000.00"
12750,Eurobodalla,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Landholder Grants,2022-12-14,,,,,,,,,<20,"$40,000.00","$40,000.00"
12750,Eurobodalla,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Primary Producer Grants,2022-12-14,,,,,,,,,58,"$1,999,530.00","$1,999,530.00"
12750,Eurobodalla,LGA,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Small Business Grants,2022-12-20,,,,,,,,,45,"$157,817.00","$157,817.00"
12750,Eurobodalla,LGA,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,Disaster Recovery Payment,2022-01-20,943,111,1054,,,,,,1054,"$1,166,400.00","$1,166,400.00"
12750,Eurobodalla,LGA,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,New Zealand Disaster recovery payment,2021-08-26,<20,<20,<20,,,,,,<20,"<$20,000.00","<$20,000.00"
12750,Eurobodalla,LGA,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Apple Grants,2022-03-24,,,,,,,,,<20,"<$20,000.00","<$20,000.00"
12750,Eurobodalla,LGA,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Concessional Loans,2022-05-18,,,,,,,,,158,"$5,554,349.00","$5,554,349.00"
12750,Eurobodalla,LGA,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Primary Producer Grants,2022-05-18,,,,,,,,,154,"$6,038,231.00","$6,038,231.00"
12750,Eurobodalla,LGA,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Small Business Grants,2022-04-27,,,,,,,,,523,"$9,874,789.00","$9,874,789.00"
12750,Eurobodalla,LGA,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,"Small Business Support grants ($10,000)",2022-04-27,,,,,,,,,1993,"$18,280,000.00","$18,280,000.00"
