Location ID,Location Name,Location Type,State Name,Disaster Name,Disaster AGRN,Payment Type Name,Date of Data,Eligible Claims (No.),Ineligible Claims (No.),Finalised Claims (No.),Cancelled Claims (No.),Withdrawn Claims (No.),Onhand Claims (No.),Incoming Claims (No.),Total Recieved Claims (No.),Applications Received (No.),Dollars Granted ($),Dollars Paid ($)
-1,Unknown,LGA,Unknown,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Disaster Recovery Allowance,2022-12-29,314,897,1211,1539,3181,<20,5931,5931,5931,"$1,340,191.33","$1,342,178.89"
-1,Unknown,LGA,Unknown,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Disaster Recovery Payment,2025-10-02,10086,25094,35180,12638,49292,<20,97110,97110,97110,"$10,964,600.00","$10,954,881.95"
-1,Unknown,LGA,Unknown,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,New Zealand disaster recovery allowance,2025-10-16,<20,<20,27,<20,<20,<20,38,38,38,"$31,004.68","$31,004.68"
-1,Unknown,LGA,Unknown,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,New Zealand Disaster recovery payment,2023-02-01,210,1696,1906,1096,3110,<20,6112,6112,6112,"$232,000.00","$231,000.00"
-1,Unknown,LGA,Unknown,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Australian Government Disaster Recovery Allowance Supplement,2023-08-21,,,8121,,,,,,<20,"$4,768,200.00","$4,758,995.78"
-1,Unknown,LGA,Unknown,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Australian Government Disaster Recovery Payment Supplement,2023-05-25,,,12613,,,,,,<20,"$13,643,950.00","$13,494,013.53"
-1,Unknown,LGA,Unknown,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Recovery Allowance,2023-06-01,617,1589,2206,3004,4138,<20,9348,9348,9348,"$2,520,943.38","$2,506,598.13"
-1,Unknown,LGA,Unknown,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Recovery Payment,2025-12-29,14430,48007,62437,17436,51837,<20,131710,131710,131710,"$15,676,749.86","$15,612,968.94"
-1,Unknown,LGA,Unknown,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,New Zealand disaster recovery allowance,2025-10-17,23,32,55,113,<20,<20,168,168,168,"$92,095.43","$92,095.43"
-1,Unknown,LGA,Unknown,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,New Zealand Disaster recovery payment,2023-08-21,208,1975,2183,1137,2846,<20,6166,6166,6166,"$228,800.00","$225,800.00"
-1,Unknown,LGA,Unknown,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,New Zealand Disaster Recovery Payment Supplement,2023-01-16,,,97,,,,,,<20,"$101,800.00","$100,400.00"
-1,Unknown,LGA,Unknown,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Recovery Allowance,2024-03-04,276,1266,1542,1673,1631,<20,4846,4846,4846,"$1,435,728.03","$1,425,892.60"
-1,Unknown,LGA,Unknown,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Recovery Payment,2025-05-26,10646,36396,47042,8992,35059,<20,91093,91093,91093,"$11,508,475.00","$11,461,856.19"
-1,Unknown,LGA,Unknown,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,New Zealand disaster recovery allowance,2024-03-01,<20,23,25,<20,<20,<20,38,38,38,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,New Zealand Disaster recovery payment,2023-05-27,181,1430,1611,643,2319,<20,4573,4573,4573,"$200,800.00","$199,800.00"
-1,Unknown,LGA,Unknown,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Disaster Recovery Allowance,2023-08-11,165,1330,1495,2603,1053,<20,5151,5151,5151,"$633,357.90","$632,689.50"
-1,Unknown,LGA,Unknown,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Disaster Recovery Payment,2025-05-26,1427,30837,32264,8625,38738,<20,79627,79627,79627,"$1,701,200.00","$1,697,200.00"
-1,Unknown,LGA,Unknown,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,New Zealand disaster recovery allowance,2023-11-24,<20,48,50,21,<20,<20,71,71,71,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,New Zealand Disaster recovery payment,2024-10-15,83,566,649,427,1223,<20,2299,2299,2299,"$91,600.00","$91,600.00"
-1,Unknown,LGA,Unknown,AGRN 1037 - Victorian Floods (commencing 6 October 2022),1037,Disaster Recovery Allowance,2025-03-31,192,322,514,832,454,<20,1800,1800,1800,"$772,897.17","$769,316.46"
-1,Unknown,LGA,Unknown,AGRN 1037 - Victorian Floods (commencing 6 October 2022),1037,Disaster Recovery Payment,2024-05-03,3411,12471,15882,5394,28811,<20,50087,50087,50087,"$3,713,100.00","$3,696,013.43"
-1,Unknown,LGA,Unknown,AGRN 1037 - Victorian Floods (commencing 6 October 2022),1037,New Zealand disaster recovery allowance,2023-09-28,<20,<20,<20,<20,<20,<20,<20,<20,<20,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 1037 - Victorian Floods (commencing 6 October 2022),1037,New Zealand Disaster recovery payment,2023-07-28,81,474,555,408,1396,<20,2359,2359,2359,"$92,200.00","$92,200.00"
-1,Unknown,LGA,Unknown,AGRN 1038 - Severe Weather Event (commencing 13 October 2022),1038,Disaster Recovery Allowance,2023-06-05,<20,38,46,83,76,<20,205,205,205,"$42,847.87","$42,847.87"
-1,Unknown,LGA,Unknown,AGRN 1038 - Severe Weather Event (commencing 13 October 2022),1038,Disaster Recovery Payment,2023-11-23,428,3313,3741,1221,6596,<20,11558,11558,11558,"$480,200.00","$479,200.00"
-1,Unknown,LGA,Unknown,AGRN 1038 - Severe Weather Event (commencing 13 October 2022),1038,New Zealand disaster recovery allowance,2023-01-10,<20,<20,<20,<20,<20,<20,<20,<20,<20,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 1038 - Severe Weather Event (commencing 13 October 2022),1038,New Zealand Disaster recovery payment,2023-04-17,<20,81,87,92,292,<20,471,471,471,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 1042 - South Australian Floods (commencing 15 November 2022),1042,Disaster Recovery Allowance,2025-11-17,40,108,148,256,99,<20,503,503,503,"$157,529.24","$157,529.24"
-1,Unknown,LGA,Unknown,AGRN 1042 - South Australian Floods (commencing 15 November 2022),1042,New Zealand disaster recovery allowance,2024-04-15,<20,<20,<20,<20,<20,<20,<20,<20,<20,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 1044 - Ex TC Ellie and associated flooding (28 December 2022 onwards),1044,Disaster Recovery Allowance,2024-03-06,<20,57,69,118,64,<20,251,251,251,"$52,617.32","$52,617.32"
-1,Unknown,LGA,Unknown,AGRN 1044 - Ex TC Ellie and associated flooding (28 December 2022 onwards),1044,Disaster Recovery Payment,2024-01-03,187,2099,2286,783,3477,<20,6546,6546,6546,"$227,600.00","$227,600.00"
-1,Unknown,LGA,Unknown,AGRN 1044 - Ex TC Ellie and associated flooding (28 December 2022 onwards),1044,New Zealand disaster recovery allowance,2023-06-19,<20,<20,<20,<20,<20,<20,<20,<20,<20,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 1044 - Ex TC Ellie and associated flooding (28 December 2022 onwards),1044,New Zealand Disaster recovery payment,2023-07-11,<20,35,35,<20,28,<20,71,71,71,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 1045 - Ex-Tropical Cyclone Ellie and Flooding (December 2022),1045,Disaster Recovery Allowance,2023-07-07,<20,38,40,64,36,<20,140,140,140,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 1045 - Ex-Tropical Cyclone Ellie and Flooding (December 2022),1045,New Zealand disaster recovery allowance,2023-04-12,<20,<20,<20,<20,<20,<20,<20,<20,<20,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,Disaster Recovery Allowance,2023-10-03,<20,109,112,155,60,<20,327,327,327,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,Disaster Recovery Payment,2023-10-20,97,3087,3184,1168,2726,<20,7078,7078,7078,"$112,400.00","$111,400.00"
-1,Unknown,LGA,Unknown,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,New Zealand disaster recovery allowance,2024-03-15,<20,<20,<20,<20,<20,<20,<20,<20,<20,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 1046 - Northern and Central Queensland Monsoon and flooding (20 Dec 2022 - March 2023),1046,New Zealand Disaster recovery payment,2023-09-16,<20,51,51,<20,23,<20,88,88,88,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 1051 - Northern Region Flooding (26 February 2023 onwards),1051,Disaster Recovery Allowance,2023-10-03,<20,67,67,115,56,<20,238,238,238,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 1051 - Northern Region Flooding (26 February 2023 onwards),1051,Disaster Recovery Payment,2023-10-23,35,1634,1669,630,1517,<20,3816,3816,3816,"$42,800.00","$42,800.00"
-1,Unknown,LGA,Unknown,AGRN 1051 - Northern Region Flooding (26 February 2023 onwards),1051,New Zealand disaster recovery allowance,2023-10-18,<20,<20,<20,<20,<20,<20,<20,<20,<20,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 1051 - Northern Region Flooding (26 February 2023 onwards),1051,New Zealand Disaster recovery payment,2023-10-06,<20,38,38,<20,23,<20,71,71,71,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 1078 - Southern Queensland Bushfires (8 September - 7 November 2023),1078,Disaster Recovery Allowance,2024-05-16,<20,109,109,<20,72,<20,183,183,183,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 1078 - Southern Queensland Bushfires (8 September - 7 November 2023),1078,Disaster Recovery Payment,2025-01-22,64,3656,3720,28,2550,<20,6298,6298,6298,"$79,800.00","$78,800.00"
-1,Unknown,LGA,Unknown,AGRN 1078 - Southern Queensland Bushfires (8 September - 7 November 2023),1078,New Zealand disaster recovery allowance,2024-10-15,<20,<20,<20,<20,<20,<20,<20,<20,<20,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 1078 - Southern Queensland Bushfires (8 September - 7 November 2023),1078,New Zealand Disaster recovery payment,2024-04-16,<20,47,49,<20,21,<20,70,70,70,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,"AGRN 1088 - Tropical Cyclone Jasper, associated rainfall and flooding (13 - 28 December 2023)",1088,Disaster Recovery Allowance,2024-12-10,49,310,359,<20,192,<20,556,556,556,"$258,210.11","$258,210.11"
-1,Unknown,LGA,Unknown,"AGRN 1088 - Tropical Cyclone Jasper, associated rainfall and flooding (13 - 28 December 2023)",1088,Disaster Recovery Payment,2024-08-23,584,7272,7856,36,5482,<20,13374,13374,13374,"$677,000.00","$677,200.00"
-1,Unknown,LGA,Unknown,"AGRN 1088 - Tropical Cyclone Jasper, associated rainfall and flooding (13 - 28 December 2023)",1088,New Zealand disaster recovery allowance,2024-10-16,<20,30,31,<20,<20,<20,45,45,45,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,"AGRN 1088 - Tropical Cyclone Jasper, associated rainfall and flooding (13 - 28 December 2023)",1088,New Zealand Disaster recovery payment,2024-09-25,<20,69,80,<20,42,<20,124,124,124,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,Disaster Recovery Allowance,2024-08-06,<20,178,195,<20,125,<20,323,323,323,"$86,792.82","$84,388.54"
-1,Unknown,LGA,Unknown,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,Disaster Recovery Payment,2024-09-12,513,6115,6628,26,3527,<20,10181,10181,10181,"$596,400.00","$596,200.00"
-1,Unknown,LGA,Unknown,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,New Zealand disaster recovery allowance,2024-06-25,<20,20,22,20,<20,<20,42,42,42,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,New Zealand Disaster recovery payment,2024-08-19,20,103,123,<20,55,<20,178,178,178,"$24,800.00","$24,800.00"
-1,Unknown,LGA,Unknown,"AGRN 1102 - Tropical Cyclone Kirrily, associated rainfall and flooding (25 January - 26 February 2024))",1102,Disaster Recovery Payment,2024-11-25,57,1838,1895,<20,988,<20,2888,2888,2888,"$66,400.00","$66,400.00"
-1,Unknown,LGA,Unknown,"AGRN 1102 - Tropical Cyclone Kirrily, associated rainfall and flooding (25 January - 26 February 2024))",1102,New Zealand Disaster recovery payment,2024-09-06,<20,24,25,<20,<20,<20,40,40,40,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 1108 - Victorian Bushfires and Storms (commencing 13 February 2024),1108,Disaster Recovery Payment,2024-09-27,37,1510,1547,<20,811,<20,2368,2368,2368,"$42,800.00","$42,800.00"
-1,Unknown,LGA,Unknown,AGRN 1108 - Victorian Bushfires and Storms (commencing 13 February 2024),1108,New Zealand Disaster recovery payment,2024-07-13,<20,<20,<20,<20,<20,<20,32,32,32,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 1149 - Far West Region Storm (17 October 2024 onwards),1149,Disaster Recovery Allowance,2025-05-27,<20,287,293,<20,161,<20,456,456,456,"$33,106.91","$33,106.91"
-1,Unknown,LGA,Unknown,AGRN 1149 - Far West Region Storm (17 October 2024 onwards),1149,New Zealand disaster recovery allowance,2025-10-20,<20,27,27,<20,<20,<20,28,28,28,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 1166 - Western Victoria Bushfires (commencing 16 December 2024),1166,Disaster Recovery Allowance,2025-07-02,21,51,72,<20,45,<20,120,120,120,"$106,700.96","$106,700.96"
-1,Unknown,LGA,Unknown,AGRN 1166 - Western Victoria Bushfires (commencing 16 December 2024),1166,New Zealand disaster recovery allowance,2025-11-19,<20,<20,<20,<20,<20,<20,<20,<20,<20,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 1174 - North and Far North Tropical Low: (29 January 2025 - 28 February),1174,Disaster Recovery Allowance,2026-01-20,69,307,376,<20,357,<20,738,738,738,"$341,898.98","$343,314.73"
-1,Unknown,LGA,Unknown,AGRN 1174 - North and Far North Tropical Low: (29 January 2025 - 28 February),1174,Disaster Recovery Payment,2026-01-31,605,4287,4892,39,3496,<20,8427,8427,8427,"$704,800.00","$700,283.61"
-1,Unknown,LGA,Unknown,AGRN 1174 - North and Far North Tropical Low: (29 January 2025 - 28 February),1174,New Zealand disaster recovery allowance,2025-11-27,<20,<20,<20,<20,<20,<20,<20,<20,<20,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 1174 - North and Far North Tropical Low: (29 January 2025 - 28 February),1174,New Zealand Disaster recovery payment,2025-09-09,<20,31,37,<20,24,<20,61,61,61,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,Disaster Recovery Allowance,2026-01-13,410,770,1180,<20,376,<20,1566,1566,1566,"$1,978,174.17","$1,979,257.44"
-1,Unknown,LGA,Unknown,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,Disaster Recovery Payment,2026-02-18,2037,6459,8496,125,4177,<20,12798,12798,12798,"$2,205,400.00","$2,203,800.00"
-1,Unknown,LGA,Unknown,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,New Zealand disaster recovery allowance,2026-01-24,<20,68,73,<20,<20,<20,73,73,73,"$24,084.43","$24,084.43"
-1,Unknown,LGA,Unknown,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,New Zealand Disaster recovery payment,2025-11-04,26,71,97,<20,33,<20,133,133,133,"$30,800.00","$31,800.00"
-1,Unknown,LGA,Unknown,AGRN 1198 - Tropical Cyclone Alfred Severe Weather (from 6 March 2025),1198,Disaster Recovery Allowance,2026-01-06,83,289,372,<20,197,<20,574,574,574,"$420,068.14","$420,068.14"
-1,Unknown,LGA,Unknown,AGRN 1198 - Tropical Cyclone Alfred Severe Weather (from 6 March 2025),1198,Disaster Recovery Payment,2026-03-06,553,4149,4702,39,3500,<20,8241,8241,8241,"$642,400.00","$640,400.00"
-1,Unknown,LGA,Unknown,AGRN 1198 - Tropical Cyclone Alfred Severe Weather (from 6 March 2025),1198,New Zealand disaster recovery allowance,2025-12-16,<20,24,24,<20,<20,<20,24,24,24,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 1198 - Tropical Cyclone Alfred Severe Weather (from 6 March 2025),1198,New Zealand Disaster recovery payment,2025-09-03,<20,31,35,<20,23,<20,59,59,59,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,Disaster Recovery Allowance,2026-03-18,<20,55,72,<20,23,<20,98,98,97,"$75,032.23","$75,032.23"
-1,Unknown,LGA,Unknown,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,Disaster Recovery Payment,2025-11-25,59,870,929,<20,595,<20,1536,1536,1536,"$65,800.00","$65,800.00"
-1,Unknown,LGA,Unknown,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,New Zealand disaster recovery allowance,2025-12-04,<20,<20,<20,<20,<20,<20,<20,<20,<20,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,New Zealand Disaster recovery payment,2026-03-18,<20,<20,<20,<20,<20,<20,<20,<20,<20,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 1212- NSW East Coast Severe Weather (from 18 May 2025),1212,Disaster Recovery Allowance,2026-03-18,25,216,241,<20,97,<20,347,347,345,"$141,098.21","$141,098.21"
-1,Unknown,LGA,Unknown,AGRN 1212- NSW East Coast Severe Weather (from 18 May 2025),1212,Disaster Recovery Payment,2026-02-25,1066,4903,5969,41,2808,<20,8818,8818,8818,"$1,179,000.00","$1,183,200.00"
-1,Unknown,LGA,Unknown,AGRN 1212- NSW East Coast Severe Weather (from 18 May 2025),1212,New Zealand disaster recovery allowance,2025-12-16,<20,<20,<20,<20,<20,<20,<20,<20,<20,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 1212- NSW East Coast Severe Weather (from 18 May 2025),1212,New Zealand Disaster recovery payment,2025-12-02,<20,28,28,<20,<20,<20,42,42,42,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 1242 - Victorian Bushfires (commencing 7 January 2026),1242,Disaster Recovery Allowance,2026-03-18,<20,26,34,<20,<20,<20,60,60,46,"$22,866.55","$22,866.55"
-1,Unknown,LGA,Unknown,AGRN 1242 - Victorian Bushfires (commencing 7 January 2026),1242,Disaster Recovery Payment,2026-03-18,144,1752,1896,<20,875,108,2887,2887,2779,"$160,900.00","$158,900.00"
-1,Unknown,LGA,Unknown,AGRN 1242 - Victorian Bushfires (commencing 7 January 2026),1242,New Zealand disaster recovery allowance,2026-03-11,<20,<20,<20,<20,<20,<20,<20,<20,<20,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 1242 - Victorian Bushfires (commencing 7 January 2026),1242,New Zealand Disaster recovery payment,2026-03-18,<20,<20,<20,<20,<20,<20,<20,<20,<20,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,"AGRN 1243 - North Queensland Monsoon Trough, Associated Tropical Cyclone Koji and Severe Weather commencing 24 December 2025",1243,Disaster Recovery Allowance,2026-03-18,<20,162,168,<20,62,29,262,262,233,"$25,585.22","$25,585.22"
-1,Unknown,LGA,Unknown,"AGRN 1243 - North Queensland Monsoon Trough, Associated Tropical Cyclone Koji and Severe Weather commencing 24 December 2025",1243,New Zealand disaster recovery allowance,2026-03-13,<20,<20,<20,<20,<20,<20,<20,<20,<20,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 1269 - 31U Tropical Low Flood Event (March 2026),1269,Disaster Recovery Payment,2026-03-18,<20,<20,<20,<20,<20,109,122,122,<20,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 846 - South-East Victoria Bushfires (28 February 2019),846,Disaster Recovery Allowance,2020-09-11,<20,<20,<20,,,,,,<20,"$23,176.99","$23,176.99"
-1,Unknown,LGA,Unknown,AGRN 846 - South-East Victoria Bushfires (28 February 2019),846,Disaster Recovery Payment,2020-07-07,69,23,92,,,,,,92,"$85,800.00","$85,800.00"
-1,Unknown,LGA,Unknown,AGRN 846 - South-East Victoria Bushfires (28 February 2019),846,New Zealand Disaster recovery payment,2020-01-30,<20,<20,<20,,,,,,<20,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 950 - Wooroloo Bushfire (1 February 2021),950,Disaster Recovery Allowance,2022-03-04,<20,<20,<20,,,,,,<20,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 950 - Wooroloo Bushfire (1 February 2021),950,Disaster Recovery Payment,2022-02-04,144,23,167,,,,,,167,"$165,200.00","$165,200.00"
-1,Unknown,LGA,Unknown,AGRN 950 - Wooroloo Bushfire (1 February 2021),950,New Zealand disaster recovery allowance,2021-10-29,<20,<20,<20,,,,,,<20,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 950 - Wooroloo Bushfire (1 February 2021),950,New Zealand Disaster recovery payment,2021-05-19,<20,<20,<20,,,,,,<20,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,Disaster Recovery Allowance,2022-10-27,31,<20,47,,,,,,47,"$103,556.08","$103,556.08"
-1,Unknown,LGA,Unknown,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,Disaster Recovery Payment,2022-09-19,3685,5059,8744,,,,,,8744,"$4,362,200.00","$4,362,200.00"
-1,Unknown,LGA,Unknown,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,New Zealand disaster recovery allowance,2021-06-10,<20,<20,<20,,,,,,<20,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,New Zealand Disaster recovery payment,2021-09-26,<20,<20,37,,,,,,37,"$23,000.00","$23,000.00"
-1,Unknown,LGA,Unknown,AGRN 969 - Victorian Storms and Floods (commencing 9 June 2021),969,Disaster Recovery Allowance,2022-08-08,<20,<20,<20,,,,,,<20,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,AGRN 969 - Victorian Storms and Floods (commencing 9 June 2021),969,Disaster Recovery Payment,2022-08-17,139,92,231,,,,,,231,"$167,400.00","$167,400.00"
-1,Unknown,LGA,Unknown,Australian Capital Territory Bushfires: December 2019 - February 2020,897,Disaster Recovery Allowance,2020-06-15,<20,<20,<20,,,,,,<20,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,North and Far North Queensland Monsoon Trough: from 25 January 2019,840,Disaster Recovery Allowance,2020-06-19,22,102,124,,,,,,124,"$72,675.52","$72,675.52"
-1,Unknown,LGA,Unknown,North and Far North Queensland Monsoon Trough: from 25 January 2019,840,Disaster Recovery Payment,2019-12-09,3589,1516,5105,,,,,,5105,"$3,985,400.00","$3,985,400.00"
-1,Unknown,LGA,Unknown,North and Far North Queensland Monsoon Trough: from 25 January 2019,840,New Zealand disaster recovery allowance,2019-06-19,<20,<20,<20,,,,,,<20,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,North and Far North Queensland Monsoon Trough: from 25 January 2019,840,New Zealand Disaster recovery payment,2019-04-23,<20,<20,22,,,,,,22,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Disaster Recovery Allowance,2019-05-29,<20,<20,<20,,,,,,<20,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Disaster Recovery Payment,2019-11-14,209,62,271,,,,,,271,"$251,000.00","$251,000.00"
-1,Unknown,LGA,Unknown,Queensland Bushfires: September - December 2019,909,Disaster Recovery Allowance,2020-07-23,<20,22,40,,,,,,40,"$124,147.24","$124,147.24"
-1,Unknown,LGA,Unknown,Queensland Bushfires: September - December 2019,909,Disaster Recovery Payment,2020-10-21,655,273,928,,,,,,928,"$807,400.00","$807,400.00"
-1,Unknown,LGA,Unknown,Queensland Bushfires: September - December 2019,909,New Zealand disaster recovery allowance,2020-07-02,<20,<20,<20,,,,,,<20,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,Queensland Bushfires: September - December 2019,909,New Zealand Disaster recovery payment,2020-03-12,<20,<20,<20,,,,,,<20,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,South Australian bushfires: November 2019 onwards,877,Disaster Recovery Allowance,2020-09-29,23,<20,39,,,,,,39,"$126,355.48","$126,355.48"
-1,Unknown,LGA,Unknown,South Australian bushfires: November 2019 onwards,877,Disaster Recovery Payment,2020-07-23,343,47,390,,,,,,390,"$387,800.00","$387,800.00"
-1,Unknown,LGA,Unknown,South Australian bushfires: November 2019 onwards,877,New Zealand disaster recovery allowance,2020-04-14,<20,<20,<20,,,,,,<20,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,South Australian bushfires: November 2019 onwards,877,New Zealand Disaster recovery payment,2020-02-19,<20,<20,<20,,,,,,<20,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,Tasmanian Bushfires: 16 November 2019 onwards,913,Disaster Recovery Allowance,2020-04-02,<20,<20,<20,,,,,,<20,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,Tasmanian Bushfires: 16 November 2019 onwards,913,Disaster Recovery Payment,2020-08-17,<20,<20,<20,,,,,,<20,"<$20,000.00","<$20,000.00"
-1,Unknown,LGA,Unknown,Victorian Bushfires: 21 November 2019 onwards,882,Disaster Recovery Allowance,2020-11-30,42,43,85,,,,,,85,"$414,003.64","$414,003.64"
-1,Unknown,LGA,Unknown,Victorian Bushfires: 21 November 2019 onwards,882,Disaster Recovery Payment,2020-09-07,371,224,595,,,,,,595,"$406,600.00","$406,600.00"
-1,Unknown,LGA,Unknown,Victorian Bushfires: 21 November 2019 onwards,882,New Zealand disaster recovery allowance,2020-09-11,<20,<20,<20,,,,,,<20,"<$20,000.00","<$20,000.00"
